case_id,sza,vza,raa,wind,aerosol,aod865,chl,tsm,acdom440
G0294,58.1798,52.7840,74.5490,4.0399,T50,0.21041,0.44471,1.18632,0.033512
G0295,44.6139,47.0172,12.1860,5.7104,M98C,0.14866,0.55054,0.46290,0.034486
G0296,25.7549,48.2384,110.2916,4.6226,M95C,0.29914,0.31328,0.27358,0.024626
G0297,36.7926,50.6645,26.5326,8.3470,M95C,0.28079,3.56188,18.91289,0.050643
G0298,29.8433,8.1197,14.7224,1.5806,M95C,0.15181,0.40527,0.81147,0.017536
G0299,33.7915,7.5382,69.0682,2.4334,M95C,0.26554,0.35057,0.79432,0.051575
G0300,57.5714,33.5619,112.1850,8.2429,C50,0.08259,2.26197,2.65930,0.030747
G0301,47.5207,13.6770,71.7775,3.3133,O99,0.09273,0.46286,0.84408,0.021306
G0302,35.8161,48.7766,65.2765,4.3694,C50,0.12915,0.87055,2.22217,0.028208
G0303,49.7193,33.8160,105.9586,5.3583,M80C,0.19913,0.48479,2.35496,0.024306
G0304,45.8466,31.1651,24.5950,6.5144,M80C,0.14478,3.66527,7.71785,0.069594
G0305,44.2595,51.4272,77.2504,8.7591,T50,0.14372,0.69490,1.18211,0.017681
G0306,44.8652,36.5769,34.2624,5.0635,T50,0.06574,2.60988,4.51002,0.066103
G0307,5.8128,42.8231,61.4158,1.6763,M95C,0.20160,0.89863,0.28264,0.027250
G0308,56.0902,0.5529,129.0057,6.4283,M80C,0.21963,1.87815,3.89991,0.055670
G0309,62.0304,47.5107,49.6551,9.1448,M95C,0.13824,0.32531,0.39273,0.015894
G0310,20.3198,44.7478,47.1168,3.4215,C50,0.29542,0.98823,1.66341,0.038950
G0311,49.8461,40.6110,75.3525,9.3484,M98C,0.28578,0.41732,1.55176,0.029312
G0312,58.8792,22.7820,113.4230,7.9316,C50,0.18274,0.69675,2.58804,0.044962
G0313,62.2655,42.4242,68.8767,3.3029,M80C,0.06493,1.11728,4.93745,0.025159
G0314,57.0825,15.1114,78.9204,9.9795,T50,0.08346,1.61988,5.35783,0.052964
G0315,42.9398,29.3812,72.2036,6.3572,O99,0.23633,2.29678,3.92339,0.071167
G0316,46.4085,34.9475,24.8458,6.9207,M98C,0.27161,0.17196,0.34517,0.012232
G0317,37.7075,43.6123,41.1944,1.1141,M80C,0.19999,0.72346,0.75100,0.030659
G0318,58.5574,17.2673,130.1481,4.1214,O99,0.15985,0.32211,0.67439,0.037776
G0319,52.3594,50.7480,65.7939,2.7705,M80C,0.16181,1.45680,2.50184,0.051214
G0320,61.7105,7.6779,16.0332,3.9108,T50,0.22115,0.95900,4.89829,0.037623
G0321,46.0799,42.1581,10.6301,6.5040,C50,0.12908,1.31647,6.53117,0.030604
G0322,50.2041,36.1138,63.2269,8.0730,M80C,0.05569,0.63630,0.80086,0.025301
G0323,43.1388,35.3832,75.3457,8.7910,T50,0.11302,0.80109,1.32949,0.033121
G0324,44.3607,39.6629,85.4201,4.1349,O99,0.19322,0.55465,2.47382,0.031026
G0325,26.0899,39.2907,80.4349,1.9759,M98C,0.13847,1.44194,2.61432,0.027480
G0326,48.6903,40.1179,53.0695,6.7111,M80C,0.17362,0.34510,0.28420,0.015551
G0327,58.3073,39.5553,43.6760,9.9514,M95C,0.08622,0.20094,0.39514,0.014560
G0328,61.5415,47.7364,99.9822,6.5687,T50,0.21789,0.50584,0.77871,0.027833
G0329,63.6281,12.6229,144.2519,2.5694,M98C,0.13397,0.28423,0.54350,0.018035
G0330,28.3764,39.5593,23.2674,3.7825,M80C,0.23944,2.02472,5.59114,0.048260
G0331,39.8999,45.7750,23.0846,9.7052,O99,0.29189,0.13728,0.21283,0.012754
G0332,58.2369,41.3068,80.2503,9.6230,C50,0.08052,0.29264,1.25076,0.019047
G0333,40.7573,37.0043,24.7442,4.2378,T50,0.25390,0.31833,0.49626,0.038437
G0334,18.4510,34.7067,31.0478,1.8368,M98C,0.11897,0.98033,2.35101,0.033331
G0335,64.2948,13.5820,17.9723,6.8051,M98C,0.08341,1.10240,2.22195,0.030009
G0336,49.6814,44.5503,115.8971,7.8048,O99,0.26521,0.80496,1.77636,0.061758
G0337,39.3068,36.1111,78.6988,3.0835,M95C,0.16622,1.38968,1.73067,0.040559
G0338,52.0705,10.7024,41.1303,9.0350,M95C,0.13352,0.29366,0.47045,0.025333
G0339,60.3699,46.5455,108.8220,8.1079,M80C,0.10572,0.18399,0.17871,0.016649
G0340,62.5113,20.8649,0.8344,2.0484,O99,0.08504,1.10947,0.56747,0.033849
G0341,39.4993,52.7438,99.7053,4.1695,M95C,0.10746,0.65614,8.58432,0.058326
G0342,18.3604,36.9983,9.3140,6.0516,M95C,0.05409,2.23587,1.03476,0.031391
G0343,53.1366,45.7062,33.1466,8.2683,M80C,0.16608,0.60872,1.29681,0.018638
G0344,22.1631,42.6563,64.4538,4.1835,O99,0.18762,0.49851,0.78637,0.033305
G0345,42.0565,31.4834,32.2116,7.7080,O99,0.19713,1.49001,6.74774,0.049541
G0346,37.7313,19.5181,13.2974,8.0798,M80C,0.21789,0.38612,1.15812,0.044338
G0347,49.3578,16.8670,108.5318,3.0347,M98C,0.16250,0.95489,1.43513,0.026058
G0348,62.6502,46.3267,29.7092,9.3701,M80C,0.16839,0.49276,0.63938,0.025903
G0349,60.8532,3.9969,91.5975,3.6867,M98C,0.13205,3.25081,2.78862,0.043656
G0350,12.0066,45.0483,112.7130,2.0260,O99,0.24012,0.42177,0.40819,0.028355
G0351,39.1328,41.1682,26.9311,5.2700,O99,0.28305,0.27576,1.35583,0.023598
G0352,50.8071,38.4347,48.3586,4.9126,M95C,0.21711,0.57105,0.39060,0.030367
G0353,29.8698,47.9575,2.1300,8.0178,M98C,0.07987,0.31804,0.83196,0.020940
G0354,42.3732,44.1653,66.4807,5.9632,T50,0.09018,1.09123,3.97540,0.038262
G0355,46.7323,39.7722,31.8907,8.9405,M95C,0.27812,0.41779,1.29654,0.016948
G0356,58.9423,31.0446,25.6733,7.5270,O99,0.29838,0.62721,0.95848,0.028504
G0357,37.5082,20.0175,12.8222,5.9504,C50,0.18613,1.21734,1.44888,0.045332
G0358,48.0538,36.6289,43.2401,5.9957,T50,0.15538,0.71829,1.40440,0.022078
G0359,35.6027,44.0365,50.2689,7.7653,M95C,0.18769,1.15433,3.30774,0.045028
G0360,60.8390,27.1213,39.6403,3.2280,M80C,0.17160,1.50643,3.50767,0.050870
G0361,55.0946,6.5511,39.6276,8.9659,M95C,0.13824,1.31789,6.06768,0.058322
G0362,62.5116,0.0931,147.7940,4.1867,T50,0.12516,0.90188,1.49750,0.025035
G0363,64.9282,20.8806,18.6083,2.3564,T50,0.18005,1.35050,5.48484,0.045533
G0364,56.8460,43.2514,9.1792,3.7840,C50,0.29015,0.34024,0.32415,0.025969
G0365,60.5572,11.3855,45.8760,5.3288,M80C,0.07793,0.23994,0.40612,0.010436
G0366,58.0667,42.9911,140.7015,3.8479,O99,0.26062,0.42058,1.13926,0.021645
G0367,64.0242,31.0407,56.9874,9.3266,C50,0.14277,1.20356,12.78132,0.074246
G0368,63.6050,0.5295,84.1246,7.1037,C50,0.28227,1.09270,3.21106,0.049702
G0369,35.4395,39.6370,35.7052,7.7833,M80C,0.10559,1.23798,4.45122,0.048170
G0370,54.1120,39.0062,77.1351,7.6905,M95C,0.07636,0.36286,0.79722,0.024666
G0371,52.0094,29.5434,72.5330,8.7305,M80C,0.24256,0.51895,3.79437,0.022232
G0372,23.2133,33.6522,65.7527,2.7054,T50,0.28279,0.15159,0.14265,0.013769
G0373,47.0274,21.9975,86.5902,6.7743,M98C,0.17720,0.90472,2.98783,0.062726
G0374,50.5915,30.2152,31.6382,6.2348,T50,0.19747,1.03236,3.99658,0.060665
G0375,40.0542,39.4095,73.2557,1.6675,T50,0.15677,0.17279,0.17605,0.022437
G0376,64.4888,10.0841,169.4177,1.5467,O99,0.08659,0.87909,2.55929,0.015256
G0377,39.0949,19.0239,38.6960,7.7201,T50,0.22627,1.10581,2.85674,0.067121
G0378,57.4683,17.6665,50.4020,8.4664,C50,0.05474,0.61925,1.81808,0.020608
G0379,58.6091,48.9852,98.4440,6.7170,M80C,0.16124,0.36547,0.39345,0.034776
G0380,45.1530,31.1347,130.9474,2.2771,C50,0.13435,3.28008,5.90852,0.063803
G0381,64.2343,48.3901,46.9857,5.7675,M80C,0.15037,2.21548,2.29522,0.030200
G0382,52.2840,22.3842,18.9835,6.0232,M95C,0.05255,0.67156,0.79621,0.042334
G0383,61.2267,39.3620,7.8356,9.1543,M95C,0.24835,0.61532,4.81801,0.031512
G0384,40.8317,16.8179,56.6188,6.5718,M80C,0.05110,0.47349,1.28572,0.026394
G0385,60.8589,43.6884,76.5840,4.6163,M95C,0.09731,2.65535,17.21069,0.059886
G0386,18.8889,41.7466,21.2757,8.7737,C50,0.08154,0.13793,0.20969,0.017730
G0387,16.0244,24.1641,19.7614,2.6052,C50,0.24496,0.43856,0.80197,0.018695
G0388,27.0962,38.4325,112.0430,2.5034,C50,0.05812,0.33508,0.88355,0.054441
G0389,64.5458,14.7495,13.0500,7.5893,M80C,0.07216,1.39499,1.31625,0.026182
G0390,63.4765,6.1368,137.1433,8.3081,T50,0.12920,0.46845,1.10784,0.028478
G0391,62.6382,34.3470,16.5365,3.3342,M80C,0.26958,0.71060,1.07254,0.022287
G0392,10.1009,44.9471,27.6664,5.8190,M98C,0.08609,0.26897,0.28797,0.016819
G0393,49.5323,19.3710,38.7890,3.0005,M95C,0.21931,2.24216,6.48037,0.050964
G0394,63.3960,18.5184,43.5878,7.0416,M98C,0.29299,0.34845,1.02670,0.024893
G0395,63.0940,16.7969,87.4992,5.6059,O99,0.27019,0.84978,2.18064,0.029072
G0396,48.9539,12.3347,164.7014,1.6581,M95C,0.18849,3.41779,16.95963,0.080844
G0397,7.5453,53.5055,43.5097,9.0608,O99,0.07900,0.31387,0.31670,0.022375
G0398,56.7439,44.4143,85.3068,3.7838,C50,0.17663,0.23377,1.30398,0.032130
G0399,27.2983,33.0915,5.8020,6.2365,T50,0.16921,0.38259,0.38061,0.026056
G0400,59.6270,6.6786,93.8226,9.0605,O99,0.13806,0.64434,0.61094,0.032062
G0401,60.0047,11.7397,19.8826,8.2683,C50,0.19483,2.98636,7.84638,0.067164
G0402,22.3628,47.1099,44.4169,9.9717,M98C,0.09025,1.33929,6.10982,0.067655
G0403,31.2872,36.5665,55.3847,6.8515,O99,0.28524,0.52896,1.23553,0.028799
G0404,60.7981,49.2020,4.4238,4.2792,C50,0.28158,3.56809,13.49466,0.073988
G0405,47.9785,3.5642,65.5876,3.2796,M80C,0.14777,0.31127,0.91303,0.028687
G0406,62.5446,24.5309,60.6510,3.9780,C50,0.09729,0.62251,2.91013,0.029473
G0407,50.7437,52.0205,26.0654,2.2920,M80C,0.13987,0.14450,0.10670,0.019109
G0408,33.5675,41.4498,37.2067,7.1524,O99,0.17567,0.53144,0.85533,0.056249
G0409,34.2131,46.4653,38.6395,5.0891,C50,0.14962,0.43132,0.57972,0.023584
G0410,59.9034,6.8407,166.9918,4.9576,C50,0.26995,0.15615,0.22585,0.018072
G0411,38.1666,43.6795,11.1752,9.4187,O99,0.21274,2.60216,4.21417,0.056236
G0412,46.1115,34.9597,49.9214,5.1724,C50,0.08696,1.09070,1.24145,0.023495
G0413,62.1238,31.6241,25.7775,8.2910,T50,0.13340,1.00360,3.71065,0.088246
G0414,55.7439,31.5671,98.4273,9.1130,C50,0.24130,1.24520,3.12028,0.055573
G0415,51.2046,43.0500,50.7283,8.1553,O99,0.06099,3.67144,5.89943,0.079937
G0416,64.4841,3.6558,159.0035,2.5736,T50,0.12194,0.63885,0.89134,0.018707
G0417,62.8567,21.2851,123.0145,5.3232,M95C,0.19435,0.40984,0.72839,0.032704
G0418,21.1773,53.1672,138.3540,1.1672,M80C,0.25754,0.41076,0.66486,0.028193
G0419,45.7379,23.2344,88.1923,6.7035,C50,0.13892,3.20254,4.66589,0.038562
G0420,52.8602,16.6870,13.5442,5.1113,M80C,0.19700,1.11942,2.52639,0.012981
G0421,41.0663,11.7524,21.2019,5.7110,M98C,0.15738,3.30605,9.71140,0.075331
G0422,40.0362,48.9429,109.8747,7.6899,T50,0.20784,0.38148,0.97040,0.030496
G0423,56.0786,18.0474,40.7479,9.8941,M80C,0.23722,3.29534,17.75292,0.092067
G0424,42.6780,6.1258,1.0405,4.0036,M95C,0.13112,0.25872,0.33290,0.020964
G0425,31.7544,48.7843,24.8163,9.9085,C50,0.13675,0.98270,1.08720,0.060530
G0426,63.6498,3.2856,110.3695,7.7893,O99,0.27778,2.47154,3.35947,0.055341
G0427,60.2486,37.4560,106.6914,8.7354,M98C,0.18104,0.36765,0.63676,0.026185
G0428,60.0494,4.2277,102.5533,7.0231,M80C,0.17611,0.37278,0.96178,0.031431
G0429,42.4472,50.3354,86.9403,8.5265,M80C,0.23745,0.70150,4.94325,0.029752
G0430,59.2632,2.1924,43.1141,3.0753,C50,0.27516,0.31981,0.39390,0.016467
G0431,42.2028,13.1018,60.6770,3.6500,O99,0.13630,0.94826,2.63498,0.040880
G0432,25.8028,48.0995,24.4606,8.7446,M95C,0.11909,3.75233,7.11252,0.038290
G0433,50.8425,44.8226,18.2873,3.7290,M80C,0.17755,0.54484,1.17217,0.021121
G0434,62.1858,19.1517,11.7295,3.9888,O99,0.20511,0.63828,0.58953,0.038529
G0435,38.6211,21.7007,49.1585,8.1624,O99,0.14289,1.72513,7.31314,0.075144
G0436,5.0401,36.6144,43.6923,1.0922,T50,0.08638,0.77377,2.51071,0.049722
G0437,29.8766,44.5608,33.6172,6.3282,C50,0.20895,1.69252,4.93359,0.073105
G0438,59.2977,49.3345,24.0051,5.2290,M98C,0.28385,0.67685,2.09113,0.034440
G0439,52.6789,49.9671,33.7176,9.4270,T50,0.22107,0.88717,6.12063,0.049552
G0440,61.5799,49.8951,16.8225,6.0893,M95C,0.27196,0.77658,2.56005,0.046786
G0441,62.9173,40.8390,85.9820,8.8926,C50,0.24827,2.37509,3.48769,0.052681
G0442,58.3169,12.7295,35.0532,8.2923,C50,0.06041,0.20240,0.33796,0.014896
G0443,34.2784,12.0758,67.5111,3.4256,M98C,0.10402,0.58642,0.26583,0.026415
G0444,60.6060,41.4369,119.6914,6.4439,T50,0.14513,0.59674,1.16042,0.018120
G0445,13.4013,38.9210,32.8559,2.2022,M98C,0.29094,2.32776,10.05132,0.095630
G0446,61.9520,0.7877,175.8485,9.5127,M98C,0.28574,0.54115,1.14582,0.027984
G0447,20.8126,45.2887,20.5975,8.4099,M80C,0.17678,0.16963,0.11933,0.010095
G0448,17.5958,50.1853,4.6680,9.9555,C50,0.26645,0.73184,0.99736,0.027110
G0449,41.3487,24.2519,48.1475,5.0262,C50,0.10374,0.75086,2.74449,0.098785
G0450,26.2026,43.7911,70.0536,5.4728,M98C,0.29447,0.35735,0.20058,0.013872
G0451,61.3291,38.4718,2.2680,5.6563,T50,0.26419,1.44180,1.54135,0.038883
G0452,1.3573,44.6751,62.6333,1.5603,M95C,0.15443,3.21690,5.97706,0.072364
G0453,63.7325,13.8947,12.5444,7.0640,M80C,0.05220,0.32725,1.28416,0.026967
G0454,42.1928,39.1595,82.3944,3.6326,O99,0.21565,0.40957,0.48958,0.026223
G0455,52.7704,1.9679,84.2368,2.6545,O99,0.19962,1.09329,2.04624,0.049020
G0456,41.7694,44.9127,117.1668,5.0852,M95C,0.16338,0.45261,0.61242,0.014535
G0457,41.9971,40.3783,15.8444,9.7744,C50,0.12625,0.39329,1.77577,0.040494
G0458,47.2104,40.2304,102.3526,5.7446,M80C,0.05366,0.64379,0.41310,0.013481
G0459,57.7300,20.4819,0.9899,3.1890,M80C,0.08313,0.83636,1.79813,0.028317
G0460,28.3630,52.6820,63.3265,5.4909,M80C,0.14693,2.01267,4.02489,0.034209
G0461,37.3404,44.5572,26.7330,9.0025,M98C,0.18681,0.82386,3.99076,0.058049
G0462,52.6930,49.4245,52.6350,7.4839,O99,0.24847,0.13024,0.12211,0.016798
G0463,51.6810,40.4886,56.8566,9.4267,M98C,0.11296,1.69273,3.07371,0.055790
G0464,62.2450,40.0705,78.0205,8.8510,M95C,0.05158,0.21391,0.35725,0.026361
G0465,54.6944,43.8050,93.8579,9.0586,C50,0.26932,0.20421,1.20953,0.025791
G0466,63.2587,30.2406,11.7189,5.4539,M80C,0.29688,0.23249,1.01480,0.041120
G0467,39.1490,33.2071,7.1465,6.1355,M80C,0.19325,0.70570,0.83990,0.025670
G0468,54.2759,24.1747,75.0927,9.3647,O99,0.19739,0.90550,1.21448,0.042215
G0469,35.3814,48.4739,16.7449,4.1129,M95C,0.23878,0.43698,1.43181,0.033239
G0470,61.7766,44.1033,45.6405,9.2668,M80C,0.20106,0.91075,2.54702,0.042492
G0471,64.0969,44.5240,79.9464,9.6152,M95C,0.13190,1.11263,3.27892,0.042261
G0472,59.3142,32.1524,109.0216,1.9724,O99,0.18197,0.53319,0.76255,0.037652
G0473,19.6546,42.8941,16.8216,1.9989,M80C,0.17000,0.15548,0.40755,0.017873
G0474,56.9610,40.9508,121.4755,1.0734,M80C,0.29604,0.14527,0.20670,0.020942
G0475,59.4089,46.4658,57.0451,6.9879,M80C,0.25430,2.63136,5.82991,0.058609
G0476,34.9903,31.8190,56.3251,5.4706,M95C,0.15887,1.03336,7.14538,0.043427
G0477,56.8492,29.5096,19.2380,8.0635,O99,0.23112,2.64090,13.79257,0.068576
G0478,36.2479,1.8646,35.7913,1.6759,M95C,0.29664,1.29858,3.96363,0.058455
G0479,38.7025,0.2361,147.4784,1.8671,T50,0.13330,1.03681,3.10500,0.054581
G0480,43.2888,54.3525,73.2894,2.3435,C50,0.16036,1.02279,1.37204,0.023891
G0481,12.7721,54.0564,129.3786,4.4534,M98C,0.24454,0.36570,3.68420,0.052051
G0482,64.9676,18.1048,78.0340,7.8204,O99,0.08072,0.65380,0.72386,0.022584
G0483,45.6544,35.7863,62.0534,3.8610,T50,0.20291,0.44039,0.26545,0.033685
G0484,28.6598,50.1016,83.8962,7.0862,M98C,0.06700,3.41416,10.45328,0.053127
G0485,18.9186,41.5592,55.9661,2.9286,T50,0.29624,1.89591,12.37833,0.064916
G0486,25.8603,39.8011,123.0123,1.2593,M80C,0.14139,0.89930,1.06275,0.029726
G0487,64.4066,13.4156,12.9700,8.0492,O99,0.12073,1.71511,9.93832,0.045850
G0488,59.0603,30.1024,43.6137,8.9557,O99,0.24852,0.21390,0.25720,0.023733
G0489,62.0601,10.1354,51.0602,6.2365,M80C,0.27544,0.27941,0.57823,0.045490
G0490,21.9032,44.1108,100.1043,3.3121,M80C,0.20409,0.87596,3.74144,0.036935
G0491,30.4716,9.1235,74.3865,1.4141,M98C,0.14691,0.64536,1.70902,0.032587
G0492,60.5838,12.1922,44.5083,7.1941,T50,0.26942,0.38847,0.38632,0.013721
G0493,33.1481,42.1870,57.3393,4.4549,M80C,0.23843,0.76906,1.44885,0.034113
G0494,63.0408,17.1893,4.7312,2.3400,C50,0.15885,1.78053,4.10496,0.053307
G0495,58.9131,42.7587,36.3233,7.1041,T50,0.06299,0.43086,1.11723,0.018009
G0496,46.2767,52.4546,35.4279,7.5264,M98C,0.15372,0.17208,0.68487,0.010829
G0497,21.6847,52.2703,94.1951,6.2613,C50,0.23113,0.18994,0.17133,0.025730
G0498,10.2524,54.1203,47.0882,8.7479,C50,0.18554,0.22683,0.48622,0.018816
G0499,63.0074,26.4912,46.1167,9.7329,O99,0.05266,2.69310,8.32311,0.071209
G0500,30.7669,54.9165,12.6071,4.6976,O99,0.10391,0.31041,0.17859,0.021074
G0501,59.4048,30.8895,24.7253,7.7084,M95C,0.14531,1.27678,1.67667,0.051502
G0502,48.0978,39.8888,105.1231,1.9637,O99,0.11134,0.39012,2.52279,0.023804
G0503,44.6189,41.0091,78.5069,4.4803,M80C,0.14030,1.22748,2.98345,0.021788
G0504,40.4524,15.9426,50.7064,1.8391,T50,0.09289,2.44749,4.96141,0.062106
G0505,40.4874,53.3784,47.4981,8.0519,M80C,0.22451,0.97630,2.48570,0.035506
G0506,44.5129,53.2146,141.7561,2.3344,M80C,0.08152,1.62630,4.57885,0.052760
G0507,19.6246,37.3109,33.1433,5.1855,T50,0.07695,1.68529,2.11803,0.055745
G0508,48.0269,49.5274,63.5659,6.9037,M80C,0.07689,0.27946,1.09349,0.026957
G0509,25.7136,46.0730,2.2761,3.6412,O99,0.27827,0.92966,4.50359,0.036405
G0510,62.4737,42.0101,47.1835,7.3330,M80C,0.23856,0.88656,0.88575,0.050993
G0511,62.4654,12.4472,117.1158,7.6081,M80C,0.28468,1.13353,1.16560,0.042319
G0512,38.6962,33.2542,62.2622,7.0332,M98C,0.06407,0.28441,0.62517,0.019850
G0513,24.6849,49.5950,116.4393,3.8479,O99,0.29255,0.60616,1.11465,0.042265
G0514,61.7806,23.4980,15.6728,8.1234,O99,0.15303,0.52317,0.26754,0.026278
G0515,63.9269,36.0530,36.7226,2.9820,M80C,0.27667,0.57064,0.67017,0.031643
G0516,55.4774,51.1373,21.7709,5.4084,M80C,0.07451,0.23989,0.72861,0.016081
G0517,63.2823,37.6554,34.1797,8.3127,T50,0.21309,0.34859,1.41681,0.017431
G0518,50.1595,6.0214,139.3722,2.4189,O99,0.09673,0.55254,0.82005,0.037595
G0519,57.7105,43.0479,9.6444,6.5225,O99,0.16675,1.87423,5.42186,0.032495
G0520,47.5124,28.1001,24.4345,6.0541,M98C,0.24410,1.24809,4.26537,0.036926
G0521,46.2643,7.6262,154.1693,1.2869,C50,0.16488,0.73715,1.53977,0.021473
G0522,32.4116,28.2569,3.7096,6.3169,M80C,0.23329,0.39775,0.55829,0.030987
G0523,2.5169,45.0274,57.1396,3.9517,M80C,0.20993,0.45150,0.68822,0.036298
G0524,62.5670,35.9494,66.7858,2.4153,O99,0.18909,0.64144,0.69450,0.021012
G0525,60.8735,50.4030,38.2429,5.9566,O99,0.14442,0.68328,0.39350,0.027947
G0526,59.8395,6.9174,67.4802,8.5591,C50,0.13483,1.18124,5.57049,0.071386
G0527,28.3407,33.9307,3.7324,2.3914,M95C,0.16291,0.73868,2.13509,0.042847
G0528,51.5388,43.3711,20.5936,7.5312,C50,0.17027,0.20767,0.70677,0.018447
G0529,57.3104,0.7131,15.8714,8.3214,M95C,0.09701,0.82650,0.47628,0.030499
G0530,47.5576,31.7360,13.8933,9.5748,O99,0.08962,1.05352,2.73903,0.032508
G0531,64.3385,4.2723,10.7370,1.7179,C50,0.06802,2.37851,6.07089,0.039011
G0532,51.4300,54.7809,17.5957,7.0764,C50,0.15093,0.13700,0.16664,0.013368
G0533,18.5924,28.4562,6.6311,4.2280,M98C,0.16978,3.88891,4.30104,0.068887
G0534,43.0986,33.6155,6.7408,2.7204,T50,0.24337,0.45932,0.60176,0.024765
G0535,64.5811,6.5495,179.2486,7.2804,C50,0.29406,0.77802,0.22343,0.025414
G0536,52.0237,18.2444,87.9766,6.0341,C50,0.27848,0.40731,2.53584,0.023503
G0537,8.6364,34.3827,114.5523,1.2209,M98C,0.07774,0.26438,1.32676,0.029768
G0538,55.2717,21.5508,112.2457,4.1074,O99,0.13682,1.82633,15.00479,0.051740
G0539,51.3715,12.1851,48.9103,9.0459,M80C,0.28736,0.50840,1.59204,0.017655
G0540,61.7694,34.6054,109.3761,2.0750,C50,0.29504,0.80636,1.02353,0.023031
G0541,18.8273,49.5874,29.7077,9.5030,M95C,0.16523,1.65759,7.35107,0.050051
G0542,63.5935,22.5344,104.7486,4.4746,M95C,0.08954,0.68683,2.06342,0.037357
G0543,13.8975,32.0585,71.6133,2.2894,O99,0.27366,2.46898,7.75314,0.049346
G0544,29.0158,50.9582,92.2907,9.4453,T50,0.26273,0.44711,0.56536,0.036300
G0545,47.7113,8.6104,9.0592,6.2167,O99,0.29127,1.58887,7.81763,0.085907
G0546,49.2112,2.1759,36.3682,4.7713,T50,0.08134,2.94047,13.83817,0.078622
G0547,50.2506,24.1019,120.8419,4.4513,M98C,0.20556,0.36698,0.56164,0.040221
G0548,52.0571,38.1314,57.0868,6.5732,M80C,0.26559,0.43365,0.39351,0.017486
G0549,14.8973,49.0480,15.9553,8.8492,M98C,0.09438,0.99784,6.95842,0.055614
G0550,47.4200,47.1424,16.7103,7.1968,M95C,0.16994,0.71044,5.24898,0.058012
G0551,56.7656,22.2011,33.9213,6.7607,C50,0.07242,0.78634,1.40727,0.032805
G0552,39.9955,6.2173,54.1807,2.3874,C50,0.17926,1.35280,6.25300,0.041766
G0553,49.0554,29.4191,114.6302,4.9131,M95C,0.09527,0.20999,0.41181,0.011255
G0554,24.2692,48.5520,15.3470,5.5035,C50,0.26982,0.33277,0.45087,0.025899
G0555,2.1862,54.8407,119.3663,2.2021,M80C,0.07716,0.35372,0.94025,0.018452
G0556,42.1072,24.8843,60.7189,8.2862,M80C,0.25438,0.21031,0.97715,0.018980
G0557,45.7259,42.1216,23.8489,8.2495,T50,0.10913,2.23547,4.91150,0.041727
G0558,59.8294,29.3289,94.6727,7.0888,M80C,0.21411,0.37163,0.53475,0.025210
G0559,38.9137,45.7304,109.6146,6.7731,M95C,0.22812,0.30373,0.78218,0.027347
G0560,59.4570,31.5762,93.9466,9.8359,M80C,0.23122,0.43966,0.43162,0.021605
G0561,63.2156,28.9971,90.3532,5.9251,M80C,0.18272,0.46143,0.44146,0.019287
G0562,54.9974,54.9490,61.5220,4.4106,M80C,0.26847,1.06174,1.89992,0.034112
G0563,26.7229,48.6101,21.9032,6.1332,C50,0.10544,0.79592,1.12808,0.038133
G0564,28.7753,19.9576,2.6725,3.8406,M95C,0.28534,1.38990,4.66618,0.050609
G0565,62.9546,27.7150,38.4084,7.9352,M98C,0.27939,0.70340,1.11776,0.047553
G0566,48.8038,44.5421,46.4996,9.8319,T50,0.25572,0.48259,0.79065,0.027661
G0567,64.7605,22.8403,5.3915,7.6896,O99,0.29552,1.06156,1.94999,0.061850
G0568,55.6673,42.7375,96.4409,6.7350,C50,0.10295,4.51592,3.49837,0.065502
G0569,5.4756,51.6946,42.1549,7.2461,C50,0.22068,0.74179,1.29335,0.032288
G0570,46.4074,50.0450,68.0927,5.6892,O99,0.11272,3.20961,10.90319,0.083243
G0571,64.6224,52.9691,0.0968,3.5530,M98C,0.13004,0.33246,0.29877,0.021090
G0572,55.1056,44.6747,14.5092,1.1452,M98C,0.13624,2.38099,7.71366,0.074939
G0573,64.0230,4.1778,129.0609,6.9106,M95C,0.09803,0.21827,0.90029,0.019868
G0574,51.4926,48.5329,120.3271,7.2806,C50,0.05977,0.58012,7.25346,0.029448
G0575,25.9351,32.5071,23.9487,8.3489,C50,0.12515,1.58263,2.60581,0.055078
G0576,50.2362,41.0691,33.3196,9.4579,C50,0.05013,0.63427,1.86100,0.064391
G0577,58.9799,43.7459,10.9465,9.5851,C50,0.29352,0.49581,0.87382,0.027823
G0578,20.9248,41.0773,48.4276,7.8796,M80C,0.15964,0.14847,0.37896,0.015666
G0579,33.0560,34.7650,41.3481,9.2136,T50,0.14696,0.46802,0.70801,0.038351
G0580,40.5278,0.1495,4.7977,2.5606,T50,0.27152,0.43597,0.44944,0.033169
G0581,62.7762,36.4687,9.3952,1.7935,T50,0.11498,2.09292,6.79940,0.049465
G0582,1.0744,53.9582,111.0530,1.6013,M80C,0.16409,0.38662,0.21388,0.017606
G0583,63.1590,24.5359,17.0035,3.6842,C50,0.15575,0.68908,3.72789,0.029497
G0584,45.0169,42.2260,31.1024,3.0658,M80C,0.19071,2.19251,4.12550,0.039072
G0585,15.5373,48.2856,40.1099,6.3239,O99,0.27527,0.95272,1.24643,0.019161
G0586,17.3454,33.0170,51.3762,4.0872,C50,0.20587,1.38022,12.32212,0.021295
G0587,46.8836,11.4355,24.1324,2.5225,T50,0.27098,0.48643,2.55805,0.056087
